"fa_year","disease","general","exposure","lag","ee_original","ll_original","ul_original","Value","Reference","increase_original","unit_original","country","continent","cohort","fu","mean_temp","Type.of.ES","Statistical.method","Population","Outcome","stratification"
"Wang, Y. et al. (2022)","Non-wake-up stroke","fixed-effects","PM2.5","0-24",0.8085,0.6936,0.9319,NA,NA,10,"μg/m3","China","Asia","Shanghai General Hospital","4 (2014-2017)",NA,"OR","Conditional logistic regression","General","HA","warm"
"Wang, Y. et al. (2022)","Wake-up stroke","fixed-effects","PM2.5","0-1",1.0176,0.9412,1.1,NA,NA,10,"μg/m3","China","Asia","Shanghai General Hospital","4 (2014-2017)",NA,"OR","Conditional logistic regression","General","HA","cold"
"Wang, Y. et al. (2022)","Wake-up stroke","fixed-effects","PM2.5","0-1",0.7941,0.6412,0.9529,NA,NA,10,"μg/m3","China","Asia","Shanghai General Hospital","4 (2014-2017)",NA,"OR","Conditional logistic regression","General","HA","warm"
"Wang, Y. et al. (2022)","Wake-up stroke","fixed-effects","PM2.5","0-3",1.0235,0.9471,1.1176,NA,NA,10,"μg/m3","China","Asia","Shanghai General Hospital","4 (2014-2017)",NA,"OR","Conditional logistic regression","General","HA","cold"
"Wang, Y. et al. (2022)","Wake-up stroke","fixed-effects","PM2.5","0-3",0.8235,0.6765,0.9765,NA,NA,10,"μg/m3","China","Asia","Shanghai General Hospital","4 (2014-2017)",NA,"OR","Conditional logistic regression","General","HA","warm"
"Wang, Y. et al. (2022)","Wake-up stroke","fixed-effects","PM2.5","0-6",1.0294,0.9471,1.1294,NA,NA,10,"μg/m3","China","Asia","Shanghai General Hospital","4 (2014-2017)",NA,"OR","Conditional logistic regression","General","HA","cold"
"Wang, Y. et al. (2022)","Wake-up stroke","fixed-effects","PM2.5","0-6",0.8588,0.7118,1.0176,NA,NA,10,"μg/m3","China","Asia","Shanghai General Hospital","4 (2014-2017)",NA,"OR","Conditional logistic regression","General","HA","warm"
"Wang, Y. et al. (2022)","Wake-up stroke","fixed-effects","PM2.5","0-12",1.0353,0.9529,1.1353,NA,NA,10,"μg/m3","China","Asia","Shanghai General Hospital","4 (2014-2017)",NA,"OR","Conditional logistic regression","General","HA","cold"
"Wang, Y. et al. (2022)","Wake-up stroke","fixed-effects","PM2.5","0-12",0.8588,0.6882,1.0235,NA,NA,10,"μg/m3","China","Asia","Shanghai General Hospital","4 (2014-2017)",NA,"OR","Conditional logistic regression","General","HA","warm"
"Wang, Y. et al. (2022)","Wake-up stroke","fixed-effects","PM2.5","0-24",1.0471,0.9588,1.1529,NA,NA,10,"μg/m3","China","Asia","Shanghai General Hospital","4 (2014-2017)",NA,"OR","Conditional logistic regression","General","HA","cold"
"Wang, Y. et al. (2022)","Wake-up stroke","fixed-effects","PM2.5","0-24",0.8294,0.6353,1.0353,NA,NA,10,"μg/m3","China","Asia","Shanghai General Hospital","4 (2014-2017)",NA,"OR","Conditional logistic regression","General","HA","warm"
"Xue et al. (2023)","Arrhythmia","y","CO","0-24",1.029,1.017,1.042,NA,NA,1,"mg/m3","China","Asia","CCA Database","7 (2015-2021)",NA,"OR","Conditional logistic regression","General","HA","cold"
"Xue et al. (2023)","Arrhythmia","y","NO2","0-24",1.08,1.063,1.098,NA,NA,10,"μg/m3","China","Asia","CCA Database","7 (2015-2021)",NA,"OR","Conditional logistic regression","General","HA","cold"
"Xue et al. (2023)","Arrhythmia","y","O3","0-24",1.021,1.005,1.038,NA,NA,10,"μg/m3","China","Asia","CCA Database","7 (2015-2021)",NA,"OR","Conditional logistic regression","General","HA","cold"
"Xue et al. (2023)","Arrhythmia","y","PM10-2.5","0-24",1.029,1.016,1.043,NA,NA,10,"μg/m3","China","Asia","CCA Database","7 (2015-2021)",NA,"OR","Conditional logistic regression","General","HA","cold"
"Xue et al. (2023)","Arrhythmia","y","PM2.5","0-24",1.032,1.02,1.044,NA,NA,10,"μg/m3","China","Asia","CCA Database","7 (2015-2021)",NA,"OR","Conditional logistic regression","General","HA","cold"
"Xue et al. (2023)","Arrhythmia","y","SO2","0-24",1.039,1.024,1.054,NA,NA,10,"μg/m3","China","Asia","CCA Database","7 (2015-2021)",NA,"OR","Conditional logistic regression","General","HA","cold"
"Xue et al. (2023)","Arrhythmia","y","CO","0-24",1.007,0.992,1.022,NA,NA,1,"mg/m3","China","Asia","CCA Database","7 (2015-2021)",NA,"OR","Conditional logistic regression","General","HA","warm"
"Xue et al. (2023)","Arrhythmia","y","NO2","0-24",1.005,0.989,1.021,NA,NA,10,"μg/m3","China","Asia","CCA Database","7 (2015-2021)",NA,"OR","Conditional logistic regression","General","HA","warm"
"Xue et al. (2023)","Arrhythmia","y","O3","0-24",0.988,0.972,1.004,NA,NA,10,"μg/m3","China","Asia","CCA Database","7 (2015-2021)",NA,"OR","Conditional logistic regression","General","HA","warm"
"Xue et al. (2023)","Arrhythmia","y","PM10-2.5","0-24",0.995,0.981,1.009,NA,NA,10,"μg/m3","China","Asia","CCA Database","7 (2015-2021)",NA,"OR","Conditional logistic regression","General","HA","warm"
"Xue et al. (2023)","Arrhythmia","y","PM2.5","0-24",1.003,0.989,1.017,NA,NA,10,"μg/m3","China","Asia","CCA Database","7 (2015-2021)",NA,"OR","Conditional logistic regression","General","HA","warm"
"Xue et al. (2023)","Arrhythmia","y","SO2","0-24",0.997,0.983,1.012,NA,NA,10,"μg/m3","China","Asia","CCA Database","7 (2015-2021)",NA,"OR","Conditional logistic regression","General","HA","warm"
"Zhou et al. (2023)","Cardiovascular","y","PM2.5","0-24",1.006,1.002,1.028,NA,NA,24,"μg/m3","China","Asia","Shenzhen Ambulance Emergency Center","7 (2013-2019)",NA,"OR","Conditional logistic regression","General","EAC","warm"
"Zhou et al. (2023)","Cardiovascular","y","PM2.5","0-24",1.016,0.998,1.034,NA,NA,24,"μg/m3","China","Asia","Shenzhen Ambulance Emergency Center","7 (2013-2019)",NA,"OR","Conditional logistic regression","General","EAC","cold"
"Zhou et al. (2023)","Cardiovascular","y","PM10","0-24",1.012,0.996,1.028,NA,NA,34,"μg/m3","China","Asia","Shenzhen Ambulance Emergency Center","7 (2013-2019)",NA,"OR","Conditional logistic regression","General","EAC","warm"
"Zhou et al. (2023)","Cardiovascular","y","PM10","0-24",0.88,0.66,1.094,NA,NA,34,"μg/m3","China","Asia","Shenzhen Ambulance Emergency Center","7 (2013-2019)",NA,"OR","Conditional logistic regression","General","EAC","cold"
