fa_year,disease,general,exposure,mean_hourly,lag,ee_original,ll_original,ul_original,Value,Reference,increase_original,unit_original,continent,country,cohort,fu,n,population,incidence,male_pct,mean_temp,Molecular.weight,Type.of.ES,Statistical.method,Population,Outcome,stratification
Cheng et al. (2021b),Acute bronchitis,fixed-effects,NO2,4,1,0.865,0.556,1.345,NA,NA,18,μg/m3,Australia,Australia,Queensland Emergency Department,3 (2013-2015),5298,444412,0.003973790087,0.6193,NA,NA,OR,Conditional logistic regression,<= 14 years,EDV,warm
Cheng et al. (2021b),Acute bronchitis,fixed-effects,NO2,4,2-6,1.15,0.57,2.32,NA,NA,18,μg/m3,Australia,Australia,Queensland Emergency Department,3 (2013-2015),5298,444412,0.003973790087,0.6193,NA,NA,OR,Conditional logistic regression,<= 14 years,EDV,warm
Cheng et al. (2021b),Acute bronchitis,fixed-effects,NO2,4,7-12,1.63,0.71,3.74,NA,NA,18,μg/m3,Australia,Australia,Queensland Emergency Department,3 (2013-2015),5298,444412,0.003973790087,0.6193,NA,NA,OR,Conditional logistic regression,<= 14 years,EDV,warm
Cheng et al. (2021b),Acute bronchitis,fixed-effects,NO2,4,13-24,2.991,1.036,8.634,NA,NA,18,μg/m3,Australia,Australia,Queensland Emergency Department,3 (2013-2015),5298,444412,0.003973790087,0.6193,NA,NA,OR,Conditional logistic regression,<= 14 years,EDV,warm
Cheng et al. (2021b),Acute bronchitis,fixed-effects,O3,17,1,0.912,0.686,1.211,NA,NA,38,μg/m3,Australia,Australia,Queensland Emergency Department,3 (2013-2015),5298,444412,0.003973790087,0.6193,NA,NA,OR,Conditional logistic regression,<= 14 years,EDV,warm
Cheng et al. (2021b),Acute bronchitis,fixed-effects,O3,17,2-6,1.156,0.836,1.6,NA,NA,38,μg/m3,Australia,Australia,Queensland Emergency Department,3 (2013-2015),5298,444412,0.003973790087,0.6193,NA,NA,OR,Conditional logistic regression,<= 14 years,EDV,warm
Cheng et al. (2021b),Acute bronchitis,fixed-effects,O3,17,7-12,1.163,0.85,1.592,NA,NA,38,μg/m3,Australia,Australia,Queensland Emergency Department,3 (2013-2015),5298,444412,0.003973790087,0.6193,NA,NA,OR,Conditional logistic regression,<= 14 years,EDV,warm
Cheng et al. (2021b),Acute bronchitis,fixed-effects,O3,17,13-24,1.107,0.684,1.791,NA,NA,38,μg/m3,Australia,Australia,Queensland Emergency Department,3 (2013-2015),5298,444412,0.003973790087,0.6193,NA,NA,OR,Conditional logistic regression,<= 14 years,EDV,warm
Cheng et al. (2021b),Acute bronchitis,fixed-effects,PM10,12.3,1,0.702,0.577,0.855,NA,NA,28.1,μg/m3,Australia,Australia,Queensland Emergency Department,3 (2013-2015),5298,444412,0.003973790087,0.6193,NA,NA,OR,Conditional logistic regression,<= 14 years,EDV,warm
Cheng et al. (2021b),Acute bronchitis,fixed-effects,PM10,12.3,2-6,0.728,0.569,0.933,NA,NA,28.1,μg/m3,Australia,Australia,Queensland Emergency Department,3 (2013-2015),5298,444412,0.003973790087,0.6193,NA,NA,OR,Conditional logistic regression,<= 14 years,EDV,warm
Cheng et al. (2021b),Acute bronchitis,fixed-effects,PM10,12.3,7-12,0.812,0.629,1.047,NA,NA,28.1,μg/m3,Australia,Australia,Queensland Emergency Department,3 (2013-2015),5298,444412,0.003973790087,0.6193,NA,NA,OR,Conditional logistic regression,<= 14 years,EDV,warm
Cheng et al. (2021b),Acute bronchitis,fixed-effects,PM10,12.3,13-24,0.832,0.622,1.113,NA,NA,28.1,μg/m3,Australia,Australia,Queensland Emergency Department,3 (2013-2015),5298,444412,0.003973790087,0.6193,NA,NA,OR,Conditional logistic regression,<= 14 years,EDV,warm
Cheng et al. (2021b),Acute bronchitis,fixed-effects,PM2.5,5.2,1,0.73,0.581,0.916,NA,NA,15.6,μg/m3,Australia,Australia,Queensland Emergency Department,3 (2013-2015),5298,444412,0.003973790087,0.6193,NA,NA,OR,Conditional logistic regression,<= 14 years,EDV,warm
Cheng et al. (2021b),Acute bronchitis,fixed-effects,PM2.5,5.2,2-6,0.809,0.602,1.089,NA,NA,15.6,μg/m3,Australia,Australia,Queensland Emergency Department,3 (2013-2015),5298,444412,0.003973790087,0.6193,NA,NA,OR,Conditional logistic regression,<= 14 years,EDV,warm
Cheng et al. (2021b),Acute bronchitis,fixed-effects,PM2.5,5.2,7-12,0.907,0.662,1.244,NA,NA,15.6,μg/m3,Australia,Australia,Queensland Emergency Department,3 (2013-2015),5298,444412,0.003973790087,0.6193,NA,NA,OR,Conditional logistic regression,<= 14 years,EDV,warm
Cheng et al. (2021b),Acute bronchitis,fixed-effects,PM2.5,5.2,13-24,1.095,0.753,1.591,NA,NA,15.6,μg/m3,Australia,Australia,Queensland Emergency Department,3 (2013-2015),5298,444412,0.003973790087,0.6193,NA,NA,OR,Conditional logistic regression,<= 14 years,EDV,warm
Cheng et al. (2021b),"Acute lower respiratory infection, unspecified",fixed-effects,NO2,4,1,0.69,0.158,3.017,NA,NA,18,μg/m3,Australia,Australia,Queensland Emergency Department,3 (2013-2015),645,444412,0.0004837853163,0.6193,NA,NA,OR,Conditional logistic regression,<= 14 years,EDV,warm
Cheng et al. (2021b),"Acute lower respiratory infection, unspecified",fixed-effects,NO2,4,2-6,0.234,0.015,3.746,NA,NA,18,μg/m3,Australia,Australia,Queensland Emergency Department,3 (2013-2015),645,444412,0.0004837853163,0.6193,NA,NA,OR,Conditional logistic regression,<= 14 years,EDV,warm
Cheng et al. (2021b),"Acute lower respiratory infection, unspecified",fixed-effects,NO2,4,7-12,1.679,0.077,36.702,NA,NA,18,μg/m3,Australia,Australia,Queensland Emergency Department,3 (2013-2015),645,444412,0.0004837853163,0.6193,NA,NA,OR,Conditional logistic regression,<= 14 years,EDV,warm
Cheng et al. (2021b),"Acute lower respiratory infection, unspecified",fixed-effects,NO2,4,13-24,0.028,0.001,1.258,NA,NA,18,μg/m3,Australia,Australia,Queensland Emergency Department,3 (2013-2015),645,444412,0.0004837853163,0.6193,NA,NA,OR,Conditional logistic regression,<= 14 years,EDV,warm
Cheng et al. (2021b),"Acute lower respiratory infection, unspecified",fixed-effects,O3,17,1,0.574,0.232,1.415,NA,NA,38,μg/m3,Australia,Australia,Queensland Emergency Department,3 (2013-2015),645,444412,0.0004837853163,0.6193,NA,NA,OR,Conditional logistic regression,<= 14 years,EDV,warm
Cheng et al. (2021b),"Acute lower respiratory infection, unspecified",fixed-effects,O3,17,2-6,0.636,0.237,1.712,NA,NA,38,μg/m3,Australia,Australia,Queensland Emergency Department,3 (2013-2015),645,444412,0.0004837853163,0.6193,NA,NA,OR,Conditional logistic regression,<= 14 years,EDV,warm
Cheng et al. (2021b),"Acute lower respiratory infection, unspecified",fixed-effects,O3,17,7-12,1.495,0.59,3.788,NA,NA,38,μg/m3,Australia,Australia,Queensland Emergency Department,3 (2013-2015),645,444412,0.0004837853163,0.6193,NA,NA,OR,Conditional logistic regression,<= 14 years,EDV,warm
Cheng et al. (2021b),"Acute lower respiratory infection, unspecified",fixed-effects,O3,17,13-24,0.867,0.169,4.459,NA,NA,38,μg/m3,Australia,Australia,Queensland Emergency Department,3 (2013-2015),645,444412,0.0004837853163,0.6193,NA,NA,OR,Conditional logistic regression,<= 14 years,EDV,warm
Cheng et al. (2021b),"Acute lower respiratory infection, unspecified",fixed-effects,PM10,12.3,1,1.094,0.604,1.982,NA,NA,28.1,μg/m3,Australia,Australia,Queensland Emergency Department,3 (2013-2015),645,444412,0.0004837853163,0.6193,NA,NA,OR,Conditional logistic regression,<= 14 years,EDV,warm
Cheng et al. (2021b),"Acute lower respiratory infection, unspecified",fixed-effects,PM10,12.3,2-6,0.988,0.467,2.09,NA,NA,28.1,μg/m3,Australia,Australia,Queensland Emergency Department,3 (2013-2015),645,444412,0.0004837853163,0.6193,NA,NA,OR,Conditional logistic regression,<= 14 years,EDV,warm
Cheng et al. (2021b),"Acute lower respiratory infection, unspecified",fixed-effects,PM10,12.3,7-12,1.006,0.462,2.192,NA,NA,28.1,μg/m3,Australia,Australia,Queensland Emergency Department,3 (2013-2015),645,444412,0.0004837853163,0.6193,NA,NA,OR,Conditional logistic regression,<= 14 years,EDV,warm
Cheng et al. (2021b),"Acute lower respiratory infection, unspecified",fixed-effects,PM10,12.3,13-24,1.247,0.484,3.213,NA,NA,28.1,μg/m3,Australia,Australia,Queensland Emergency Department,3 (2013-2015),645,444412,0.0004837853163,0.6193,NA,NA,OR,Conditional logistic regression,<= 14 years,EDV,warm
Cheng et al. (2021b),"Acute lower respiratory infection, unspecified",fixed-effects,PM2.5,5.2,1,0.536,0.197,1.46,NA,NA,15.6,μg/m3,Australia,Australia,Queensland Emergency Department,3 (2013-2015),645,444412,0.0004837853163,0.6193,NA,NA,OR,Conditional logistic regression,<= 14 years,EDV,warm
Cheng et al. (2021b),"Acute lower respiratory infection, unspecified",fixed-effects,PM2.5,5.2,2-6,0.558,0.159,1.964,NA,NA,15.6,μg/m3,Australia,Australia,Queensland Emergency Department,3 (2013-2015),645,444412,0.0004837853163,0.6193,NA,NA,OR,Conditional logistic regression,<= 14 years,EDV,warm
Cheng et al. (2021b),"Acute lower respiratory infection, unspecified",fixed-effects,PM2.5,5.2,7-12,0.988,0.308,3.17,NA,NA,15.6,μg/m3,Australia,Australia,Queensland Emergency Department,3 (2013-2015),645,444412,0.0004837853163,0.6193,NA,NA,OR,Conditional logistic regression,<= 14 years,EDV,warm
Cheng et al. (2021b),"Acute lower respiratory infection, unspecified",fixed-effects,PM2.5,5.2,13-24,0.777,0.154,3.919,NA,NA,15.6,μg/m3,Australia,Australia,Queensland Emergency Department,3 (2013-2015),645,444412,0.0004837853163,0.6193,NA,NA,OR,Conditional logistic regression,<= 14 years,EDV,warm
Cheng et al. (2021b),Pneumonia,fixed-effects,NO2,4,1,0.828,0.365,1.879,NA,NA,18,μg/m3,Australia,Australia,Queensland Emergency Department,3 (2013-2015),1722,444412,0.001291594286,0.6193,NA,NA,OR,Conditional logistic regression,<= 14 years,EDV,warm
Cheng et al. (2021b),Pneumonia,fixed-effects,NO2,4,2-6,1.753,0.498,6.167,NA,NA,18,μg/m3,Australia,Australia,Queensland Emergency Department,3 (2013-2015),1722,444412,0.001291594286,0.6193,NA,NA,OR,Conditional logistic regression,<= 14 years,EDV,warm
Cheng et al. (2021b),Pneumonia,fixed-effects,NO2,4,7-12,4.579,0.832,25.213,NA,NA,18,μg/m3,Australia,Australia,Queensland Emergency Department,3 (2013-2015),1722,444412,0.001291594286,0.6193,NA,NA,OR,Conditional logistic regression,<= 14 years,EDV,warm
Cheng et al. (2021b),Pneumonia,fixed-effects,NO2,4,13-24,3.401,0.633,18.26,NA,NA,18,μg/m3,Australia,Australia,Queensland Emergency Department,3 (2013-2015),1722,444412,0.001291594286,0.6193,NA,NA,OR,Conditional logistic regression,<= 14 years,EDV,warm
Cheng et al. (2021b),Pneumonia,fixed-effects,O3,17,1,1.081,0.639,1.828,NA,NA,38,μg/m3,Australia,Australia,Queensland Emergency Department,3 (2013-2015),1722,444412,0.001291594286,0.6193,NA,NA,OR,Conditional logistic regression,<= 14 years,EDV,warm
Cheng et al. (2021b),Pneumonia,fixed-effects,O3,17,2-6,0.899,0.481,1.678,NA,NA,38,μg/m3,Australia,Australia,Queensland Emergency Department,3 (2013-2015),1722,444412,0.001291594286,0.6193,NA,NA,OR,Conditional logistic regression,<= 14 years,EDV,warm
Cheng et al. (2021b),Pneumonia,fixed-effects,O3,17,7-12,1.564,0.87,2.812,NA,NA,38,μg/m3,Australia,Australia,Queensland Emergency Department,3 (2013-2015),1722,444412,0.001291594286,0.6193,NA,NA,OR,Conditional logistic regression,<= 14 years,EDV,warm
Cheng et al. (2021b),Pneumonia,fixed-effects,O3,17,13-24,0.619,0.249,1.539,NA,NA,38,μg/m3,Australia,Australia,Queensland Emergency Department,3 (2013-2015),1722,444412,0.001291594286,0.6193,NA,NA,OR,Conditional logistic regression,<= 14 years,EDV,warm
Cheng et al. (2021b),Pneumonia,fixed-effects,PM10,12.3,1,1.135,0.804,1.602,NA,NA,28.1,μg/m3,Australia,Australia,Queensland Emergency Department,3 (2013-2015),1722,444412,0.001291594286,0.6193,NA,NA,OR,Conditional logistic regression,<= 14 years,EDV,warm
Cheng et al. (2021b),Pneumonia,fixed-effects,PM10,12.3,2-6,1.316,0.846,2.046,NA,NA,28.1,μg/m3,Australia,Australia,Queensland Emergency Department,3 (2013-2015),1722,444412,0.001291594286,0.6193,NA,NA,OR,Conditional logistic regression,<= 14 years,EDV,warm
Cheng et al. (2021b),Pneumonia,fixed-effects,PM10,12.3,7-12,1.346,0.836,2.168,NA,NA,28.1,μg/m3,Australia,Australia,Queensland Emergency Department,3 (2013-2015),1722,444412,0.001291594286,0.6193,NA,NA,OR,Conditional logistic regression,<= 14 years,EDV,warm
Cheng et al. (2021b),Pneumonia,fixed-effects,PM10,12.3,13-24,1.509,0.914,2.492,NA,NA,28.1,μg/m3,Australia,Australia,Queensland Emergency Department,3 (2013-2015),1722,444412,0.001291594286,0.6193,NA,NA,OR,Conditional logistic regression,<= 14 years,EDV,warm
Cheng et al. (2021b),Pneumonia,fixed-effects,PM2.5,5.2,1,1.072,0.735,1.564,NA,NA,15.6,μg/m3,Australia,Australia,Queensland Emergency Department,3 (2013-2015),1722,444412,0.001291594286,0.6193,NA,NA,OR,Conditional logistic regression,<= 14 years,EDV,warm
Cheng et al. (2021b),Pneumonia,fixed-effects,PM2.5,5.2,2-6,1.49,0.891,2.49,NA,NA,15.6,μg/m3,Australia,Australia,Queensland Emergency Department,3 (2013-2015),1722,444412,0.001291594286,0.6193,NA,NA,OR,Conditional logistic regression,<= 14 years,EDV,warm
Cheng et al. (2021b),Pneumonia,fixed-effects,PM2.5,5.2,7-12,1.107,0.587,2.088,NA,NA,15.6,μg/m3,Australia,Australia,Queensland Emergency Department,3 (2013-2015),1722,444412,0.001291594286,0.6193,NA,NA,OR,Conditional logistic regression,<= 14 years,EDV,warm
Cheng et al. (2021b),Pneumonia,fixed-effects,PM2.5,5.2,13-24,1.479,0.832,2.627,NA,NA,15.6,μg/m3,Australia,Australia,Queensland Emergency Department,3 (2013-2015),1722,444412,0.001291594286,0.6193,NA,NA,OR,Conditional logistic regression,<= 14 years,EDV,warm
Cheng et al. (2021b),Acute obstructive laryngitis and epiglottitis,fixed-effects,NO2,4,1,1.378,0.858,2.212,NA,NA,18,μg/m3,Australia,Australia,Queensland Emergency Department,3 (2013-2015),3864,444412,0.002898211569,0.6193,NA,NA,OR,Conditional logistic regression,<= 14 years,EDV,warm
Cheng et al. (2021b),Acute obstructive laryngitis and epiglottitis,fixed-effects,NO2,4,2-6,0.866,0.488,1.534,NA,NA,18,μg/m3,Australia,Australia,Queensland Emergency Department,3 (2013-2015),3864,444412,0.002898211569,0.6193,NA,NA,OR,Conditional logistic regression,<= 14 years,EDV,warm
Cheng et al. (2021b),Acute obstructive laryngitis and epiglottitis,fixed-effects,NO2,4,7-12,0.572,0.244,1.342,NA,NA,18,μg/m3,Australia,Australia,Queensland Emergency Department,3 (2013-2015),3864,444412,0.002898211569,0.6193,NA,NA,OR,Conditional logistic regression,<= 14 years,EDV,warm
Cheng et al. (2021b),Acute obstructive laryngitis and epiglottitis,fixed-effects,NO2,4,13-24,2.422,0.479,12.255,NA,NA,18,μg/m3,Australia,Australia,Queensland Emergency Department,3 (2013-2015),3864,444412,0.002898211569,0.6193,NA,NA,OR,Conditional logistic regression,<= 14 years,EDV,warm
Cheng et al. (2021b),Acute obstructive laryngitis and epiglottitis,fixed-effects,O3,17,1,0.977,0.664,1.436,NA,NA,38,μg/m3,Australia,Australia,Queensland Emergency Department,3 (2013-2015),3864,444412,0.002898211569,0.6193,NA,NA,OR,Conditional logistic regression,<= 14 years,EDV,warm
Cheng et al. (2021b),Acute obstructive laryngitis and epiglottitis,fixed-effects,O3,17,2-6,0.7,0.448,1.093,NA,NA,38,μg/m3,Australia,Australia,Queensland Emergency Department,3 (2013-2015),3864,444412,0.002898211569,0.6193,NA,NA,OR,Conditional logistic regression,<= 14 years,EDV,warm
Cheng et al. (2021b),Acute obstructive laryngitis and epiglottitis,fixed-effects,O3,17,7-12,1.094,0.73,1.638,NA,NA,38,μg/m3,Australia,Australia,Queensland Emergency Department,3 (2013-2015),3864,444412,0.002898211569,0.6193,NA,NA,OR,Conditional logistic regression,<= 14 years,EDV,warm
Cheng et al. (2021b),Acute obstructive laryngitis and epiglottitis,fixed-effects,O3,17,13-24,0.698,0.364,1.342,NA,NA,38,μg/m3,Australia,Australia,Queensland Emergency Department,3 (2013-2015),3864,444412,0.002898211569,0.6193,NA,NA,OR,Conditional logistic regression,<= 14 years,EDV,warm
Cheng et al. (2021b),Acute obstructive laryngitis and epiglottitis,fixed-effects,PM10,12.3,1,1.081,0.849,1.377,NA,NA,28.1,μg/m3,Australia,Australia,Queensland Emergency Department,3 (2013-2015),3864,444412,0.002898211569,0.6193,NA,NA,OR,Conditional logistic regression,<= 14 years,EDV,warm
Cheng et al. (2021b),Acute obstructive laryngitis and epiglottitis,fixed-effects,PM10,12.3,2-6,0.894,0.67,1.194,NA,NA,28.1,μg/m3,Australia,Australia,Queensland Emergency Department,3 (2013-2015),3864,444412,0.002898211569,0.6193,NA,NA,OR,Conditional logistic regression,<= 14 years,EDV,warm
Cheng et al. (2021b),Acute obstructive laryngitis and epiglottitis,fixed-effects,PM10,12.3,7-12,0.988,0.754,1.295,NA,NA,28.1,μg/m3,Australia,Australia,Queensland Emergency Department,3 (2013-2015),3864,444412,0.002898211569,0.6193,NA,NA,OR,Conditional logistic regression,<= 14 years,EDV,warm
Cheng et al. (2021b),Acute obstructive laryngitis and epiglottitis,fixed-effects,PM10,12.3,13-24,0.981,0.686,1.403,NA,NA,28.1,μg/m3,Australia,Australia,Queensland Emergency Department,3 (2013-2015),3864,444412,0.002898211569,0.6193,NA,NA,OR,Conditional logistic regression,<= 14 years,EDV,warm
Cheng et al. (2021b),Acute obstructive laryngitis and epiglottitis,fixed-effects,PM2.5,5.2,1,0.994,0.765,1.292,NA,NA,15.6,μg/m3,Australia,Australia,Queensland Emergency Department,3 (2013-2015),3864,444412,0.002898211569,0.6193,NA,NA,OR,Conditional logistic regression,<= 14 years,EDV,warm
Cheng et al. (2021b),Acute obstructive laryngitis and epiglottitis,fixed-effects,PM2.5,5.2,2-6,0.874,0.635,1.202,NA,NA,15.6,μg/m3,Australia,Australia,Queensland Emergency Department,3 (2013-2015),3864,444412,0.002898211569,0.6193,NA,NA,OR,Conditional logistic regression,<= 14 years,EDV,warm
Cheng et al. (2021b),Acute obstructive laryngitis and epiglottitis,fixed-effects,PM2.5,5.2,7-12,0.863,0.637,1.17,NA,NA,15.6,μg/m3,Australia,Australia,Queensland Emergency Department,3 (2013-2015),3864,444412,0.002898211569,0.6193,NA,NA,OR,Conditional logistic regression,<= 14 years,EDV,warm
Cheng et al. (2021b),Acute obstructive laryngitis and epiglottitis,fixed-effects,PM2.5,5.2,13-24,0.738,0.469,1.163,NA,NA,15.6,μg/m3,Australia,Australia,Queensland Emergency Department,3 (2013-2015),3864,444412,0.002898211569,0.6193,NA,NA,OR,Conditional logistic regression,<= 14 years,EDV,warm
Cheng et al. (2021b),Acute pharyngitis,fixed-effects,NO2,4,1,0.097,0.007,1.281,NA,NA,18,μg/m3,Australia,Australia,Queensland Emergency Department,3 (2013-2015),326,444412,0.0002445178498,0.6193,NA,NA,OR,Conditional logistic regression,<= 14 years,EDV,warm
Cheng et al. (2021b),Acute pharyngitis,fixed-effects,NO2,4,2-6,0.023,0,1.314,NA,NA,18,μg/m3,Australia,Australia,Queensland Emergency Department,3 (2013-2015),326,444412,0.0002445178498,0.6193,NA,NA,OR,Conditional logistic regression,<= 14 years,EDV,warm
Cheng et al. (2021b),Acute pharyngitis,fixed-effects,NO2,4,7-12,2.271,0.169,30.451,NA,NA,18,μg/m3,Australia,Australia,Queensland Emergency Department,3 (2013-2015),326,444412,0.0002445178498,0.6193,NA,NA,OR,Conditional logistic regression,<= 14 years,EDV,warm
Cheng et al. (2021b),Acute pharyngitis,fixed-effects,NO2,4,13-24,1.321,0.031,55.993,NA,NA,18,μg/m3,Australia,Australia,Queensland Emergency Department,3 (2013-2015),326,444412,0.0002445178498,0.6193,NA,NA,OR,Conditional logistic regression,<= 14 years,EDV,warm
Cheng et al. (2021b),Acute pharyngitis,fixed-effects,O3,17,1,0.553,0.175,1.75,NA,NA,38,μg/m3,Australia,Australia,Queensland Emergency Department,3 (2013-2015),326,444412,0.0002445178498,0.6193,NA,NA,OR,Conditional logistic regression,<= 14 years,EDV,warm
Cheng et al. (2021b),Acute pharyngitis,fixed-effects,O3,17,2-6,0.319,0.084,1.208,NA,NA,38,μg/m3,Australia,Australia,Queensland Emergency Department,3 (2013-2015),326,444412,0.0002445178498,0.6193,NA,NA,OR,Conditional logistic regression,<= 14 years,EDV,warm
Cheng et al. (2021b),Acute pharyngitis,fixed-effects,O3,17,7-12,0.511,0.141,1.856,NA,NA,38,μg/m3,Australia,Australia,Queensland Emergency Department,3 (2013-2015),326,444412,0.0002445178498,0.6193,NA,NA,OR,Conditional logistic regression,<= 14 years,EDV,warm
Cheng et al. (2021b),Acute pharyngitis,fixed-effects,O3,17,13-24,1.609,0.297,8.715,NA,NA,38,μg/m3,Australia,Australia,Queensland Emergency Department,3 (2013-2015),326,444412,0.0002445178498,0.6193,NA,NA,OR,Conditional logistic regression,<= 14 years,EDV,warm
Cheng et al. (2021b),Acute pharyngitis,fixed-effects,PM10,12.3,1,0.743,0.376,1.468,NA,NA,28.1,μg/m3,Australia,Australia,Queensland Emergency Department,3 (2013-2015),326,444412,0.0002445178498,0.6193,NA,NA,OR,Conditional logistic regression,<= 14 years,EDV,warm
Cheng et al. (2021b),Acute pharyngitis,fixed-effects,PM10,12.3,2-6,1.342,0.582,3.094,NA,NA,28.1,μg/m3,Australia,Australia,Queensland Emergency Department,3 (2013-2015),326,444412,0.0002445178498,0.6193,NA,NA,OR,Conditional logistic regression,<= 14 years,EDV,warm
Cheng et al. (2021b),Acute pharyngitis,fixed-effects,PM10,12.3,7-12,1.936,0.794,4.721,NA,NA,28.1,μg/m3,Australia,Australia,Queensland Emergency Department,3 (2013-2015),326,444412,0.0002445178498,0.6193,NA,NA,OR,Conditional logistic regression,<= 14 years,EDV,warm
Cheng et al. (2021b),Acute pharyngitis,fixed-effects,PM10,12.3,13-24,1.524,0.551,4.216,NA,NA,28.1,μg/m3,Australia,Australia,Queensland Emergency Department,3 (2013-2015),326,444412,0.0002445178498,0.6193,NA,NA,OR,Conditional logistic regression,<= 14 years,EDV,warm
Cheng et al. (2021b),Acute pharyngitis,fixed-effects,PM2.5,5.2,1,0.775,0.379,1.582,NA,NA,15.6,μg/m3,Australia,Australia,Queensland Emergency Department,3 (2013-2015),326,444412,0.0002445178498,0.6193,NA,NA,OR,Conditional logistic regression,<= 14 years,EDV,warm
Cheng et al. (2021b),Acute pharyngitis,fixed-effects,PM2.5,5.2,2-6,1.364,0.567,3.278,NA,NA,15.6,μg/m3,Australia,Australia,Queensland Emergency Department,3 (2013-2015),326,444412,0.0002445178498,0.6193,NA,NA,OR,Conditional logistic regression,<= 14 years,EDV,warm
Cheng et al. (2021b),Acute pharyngitis,fixed-effects,PM2.5,5.2,7-12,1.904,0.791,4.579,NA,NA,15.6,μg/m3,Australia,Australia,Queensland Emergency Department,3 (2013-2015),326,444412,0.0002445178498,0.6193,NA,NA,OR,Conditional logistic regression,<= 14 years,EDV,warm
Cheng et al. (2021b),Acute pharyngitis,fixed-effects,PM2.5,5.2,13-24,1.177,0.432,3.208,NA,NA,15.6,μg/m3,Australia,Australia,Queensland Emergency Department,3 (2013-2015),326,444412,0.0002445178498,0.6193,NA,NA,OR,Conditional logistic regression,<= 14 years,EDV,warm
Cheng et al. (2021b),Acute tonsillitis,fixed-effects,NO2,4,1,1.463,0.655,3.267,NA,NA,18,μg/m3,Australia,Australia,Queensland Emergency Department,3 (2013-2015),1606,444412,0.001204587935,0.6193,NA,NA,OR,Conditional logistic regression,<= 14 years,EDV,warm
Cheng et al. (2021b),Acute tonsillitis,fixed-effects,NO2,4,2-6,0.819,0.178,3.772,NA,NA,18,μg/m3,Australia,Australia,Queensland Emergency Department,3 (2013-2015),1606,444412,0.001204587935,0.6193,NA,NA,OR,Conditional logistic regression,<= 14 years,EDV,warm
Cheng et al. (2021b),Acute tonsillitis,fixed-effects,NO2,4,7-12,0.202,0.022,1.875,NA,NA,18,μg/m3,Australia,Australia,Queensland Emergency Department,3 (2013-2015),1606,444412,0.001204587935,0.6193,NA,NA,OR,Conditional logistic regression,<= 14 years,EDV,warm
Cheng et al. (2021b),Acute tonsillitis,fixed-effects,NO2,4,13-24,0.176,0.026,1.177,NA,NA,18,μg/m3,Australia,Australia,Queensland Emergency Department,3 (2013-2015),1606,444412,0.001204587935,0.6193,NA,NA,OR,Conditional logistic regression,<= 14 years,EDV,warm
Cheng et al. (2021b),Acute tonsillitis,fixed-effects,O3,17,1,0.777,0.464,1.303,NA,NA,38,μg/m3,Australia,Australia,Queensland Emergency Department,3 (2013-2015),1606,444412,0.001204587935,0.6193,NA,NA,OR,Conditional logistic regression,<= 14 years,EDV,warm
Cheng et al. (2021b),Acute tonsillitis,fixed-effects,O3,17,2-6,0.965,0.522,1.783,NA,NA,38,μg/m3,Australia,Australia,Queensland Emergency Department,3 (2013-2015),1606,444412,0.001204587935,0.6193,NA,NA,OR,Conditional logistic regression,<= 14 years,EDV,warm
Cheng et al. (2021b),Acute tonsillitis,fixed-effects,O3,17,7-12,1.126,0.629,2.015,NA,NA,38,μg/m3,Australia,Australia,Queensland Emergency Department,3 (2013-2015),1606,444412,0.001204587935,0.6193,NA,NA,OR,Conditional logistic regression,<= 14 years,EDV,warm
Cheng et al. (2021b),Acute tonsillitis,fixed-effects,O3,17,13-24,0.884,0.367,2.126,NA,NA,38,μg/m3,Australia,Australia,Queensland Emergency Department,3 (2013-2015),1606,444412,0.001204587935,0.6193,NA,NA,OR,Conditional logistic regression,<= 14 years,EDV,warm
Cheng et al. (2021b),Acute tonsillitis,fixed-effects,PM10,12.3,1,1.035,0.737,1.453,NA,NA,28.1,μg/m3,Australia,Australia,Queensland Emergency Department,3 (2013-2015),1606,444412,0.001204587935,0.6193,NA,NA,OR,Conditional logistic regression,<= 14 years,EDV,warm
Cheng et al. (2021b),Acute tonsillitis,fixed-effects,PM10,12.3,2-6,0.767,0.511,1.15,NA,NA,28.1,μg/m3,Australia,Australia,Queensland Emergency Department,3 (2013-2015),1606,444412,0.001204587935,0.6193,NA,NA,OR,Conditional logistic regression,<= 14 years,EDV,warm
Cheng et al. (2021b),Acute tonsillitis,fixed-effects,PM10,12.3,7-12,0.763,0.487,1.197,NA,NA,28.1,μg/m3,Australia,Australia,Queensland Emergency Department,3 (2013-2015),1606,444412,0.001204587935,0.6193,NA,NA,OR,Conditional logistic regression,<= 14 years,EDV,warm
Cheng et al. (2021b),Acute tonsillitis,fixed-effects,PM10,12.3,13-24,1.082,0.646,1.812,NA,NA,28.1,μg/m3,Australia,Australia,Queensland Emergency Department,3 (2013-2015),1606,444412,0.001204587935,0.6193,NA,NA,OR,Conditional logistic regression,<= 14 years,EDV,warm
Cheng et al. (2021b),Acute tonsillitis,fixed-effects,PM2.5,5.2,1,1.126,0.789,1.608,NA,NA,15.6,μg/m3,Australia,Australia,Queensland Emergency Department,3 (2013-2015),1606,444412,0.001204587935,0.6193,NA,NA,OR,Conditional logistic regression,<= 14 years,EDV,warm
