fa_year,disease,general,exposure,mean_hourly,unit_original,mean_temp,mean_adjusted,lag,ee_original,ll_original,ul_original,Value,Reference,increase_original,country,continent,cohort,fu,n,male_pct,Outcome,Type.of.ES,Statistical.method,Population,RoB,Note,log.EE,log.SE,alog.EE,alog.SE
Rosenthal et al. (2013),Myocardial infarction,n,PM10,19.4,μg/m3,NA,19.4,3,1,0.92,1.09,NA,NA,14,Finland,Europe,Helsinki Emergency Medical Services,3 (2005-2007),629,0.662,EAC,OR,Conditional logistic regression,General,Low,,0,0.04325492479,0,0.03089637485
Rosenthal et al. (2013),Myocardial infarction,n,PM10,19.4,μg/m3,NA,19.4,0-7,1.05,0.95,1.16,NA,NA,14,Finland,Europe,Helsinki Emergency Medical Services,3 (2005-2007),629,0.662,EAC,OR,Conditional logistic regression,General,Low,,0.04879016417,0.05094727028,0.03485011726,0.03639090734
Rosenthal et al. (2013),Myocardial infarction,n,PM10,19.4,μg/m3,NA,19.4,0-24,1.11,0.98,1.25,NA,NA,14,Finland,Europe,Helsinki Emergency Medical Services,3 (2005-2007),629,0.662,EAC,OR,Conditional logistic regression,General,Low,,0.1043600153,0.0620781272,0.07454286809,0.04434151943
Rosenthal et al. (2013),Myocardial infarction,n,PM10-2.5,7.5,μg/m3,NA,7.5,0,1.04,0.96,1.12,NA,NA,7,Finland,Europe,Helsinki Emergency Medical Services,3 (2005-2007),629,0.662,EAC,OR,Conditional logistic regression,General,Low,,0.03922071315,0.03932415302,0.05602959022,0.05617736145
Rosenthal et al. (2013),Myocardial infarction,n,PM10-2.5,7.5,μg/m3,NA,7.5,1,1.04,0.99,1.1,NA,NA,7,Finland,Europe,Helsinki Emergency Medical Services,3 (2005-2007),629,0.662,EAC,OR,Conditional logistic regression,General,Low,,0.03922071315,0.02687768257,0.05602959022,0.03839668938
Rosenthal et al. (2013),Myocardial infarction,n,PM10-2.5,7.5,μg/m3,NA,7.5,2,1,0.94,1.07,NA,NA,7,Finland,Europe,Helsinki Emergency Medical Services,3 (2005-2007),629,0.662,EAC,OR,Conditional logistic regression,General,Low,,0,0.03304440107,0,0.04720628724
Rosenthal et al. (2013),Myocardial infarction,n,PM10-2.5,7.5,μg/m3,NA,7.5,3,0.99,0.92,1.06,NA,NA,7,Finland,Europe,Helsinki Emergency Medical Services,3 (2005-2007),629,0.662,EAC,OR,Conditional logistic regression,General,Low,,-0.01005033585,0.03613533599,-0.01435762265,0.05162190855
Rosenthal et al. (2013),Myocardial infarction,n,PM10-2.5,7.5,μg/m3,NA,7.5,0-7,1.03,0.94,1.12,NA,NA,7,Finland,Europe,Helsinki Emergency Medical Services,3 (2005-2007),629,0.662,EAC,OR,Conditional logistic regression,General,Low,,0.02955880224,0.04469492067,0.04222686035,0.06384988667
Rosenthal et al. (2013),Myocardial infarction,n,PM10-2.5,7.5,μg/m3,NA,7.5,0-24,1.06,0.95,1.19,NA,NA,7,Finland,Europe,Helsinki Emergency Medical Services,3 (2005-2007),629,0.662,EAC,OR,Conditional logistic regression,General,Low,,0.05826890812,0.05746086773,0.08324129732,0.0820869539
Rosenthal et al. (2013),Myocardial infarction,n,PM2.5,8.7,μg/m3,NA,8.7,0,1.14,1.03,1.27,NA,NA,7.7,Finland,Europe,Helsinki Emergency Medical Services,3 (2005-2007),629,0.662,EAC,OR,Conditional logistic regression,General,Low,,0.1310282624,0.05343318832,0.1701665746,0.06939375107
Rosenthal et al. (2013),Myocardial infarction,n,PM2.5,8.7,μg/m3,NA,8.7,1,1.14,1.03,1.26,NA,NA,7.7,Finland,Europe,Helsinki Emergency Medical Services,3 (2005-2007),629,0.662,EAC,OR,Conditional logistic regression,General,Low,,0.1310282624,0.0514165609,0.1701665746,0.06677475441
Rosenthal et al. (2013),Myocardial infarction,n,PM2.5,8.7,μg/m3,NA,8.7,2,1.11,1,1.23,NA,NA,7.7,Finland,Europe,Helsinki Emergency Medical Services,3 (2005-2007),629,0.662,EAC,OR,Conditional logistic regression,General,Low,,0.1043600153,0.05280973709,0.1355324874,0.06858407414
Rosenthal et al. (2013),Myocardial infarction,n,PM2.5,8.7,μg/m3,NA,8.7,3,1.08,0.98,1.19,NA,NA,7.7,Finland,Europe,Helsinki Emergency Medical Services,3 (2005-2007),629,0.662,EAC,OR,Conditional logistic regression,General,Low,,0.07696104114,0.04952959552,0.09994940407,0.06432415003
Rosenthal et al. (2013),Myocardial infarction,n,PM2.5,8.7,μg/m3,NA,8.7,0-7,1.12,1,1.26,NA,NA,7.7,Finland,Europe,Helsinki Emergency Medical Services,3 (2005-2007),629,0.662,EAC,OR,Conditional logistic regression,General,Low,,0.1133286853,0.05895707167,0.1471801108,0.07656762555
Rosenthal et al. (2013),Myocardial infarction,n,PM2.5,8.7,μg/m3,NA,8.7,0-24,1.17,1.03,1.33,NA,NA,7.7,Finland,Europe,Helsinki Emergency Medical Services,3 (2005-2007),629,0.662,EAC,OR,Conditional logistic regression,General,Low,,0.1570037488,0.06520921939,0.2039009725,0.0846872979
Rosenthal et al. (2013),Myocardial infarction,n,SO2,3.8,μg/m3,NA,3.8,0,1.01,0.95,1.07,NA,NA,3.5,Finland,Europe,Helsinki Emergency Medical Services,3 (2005-2007),629,0.662,EAC,OR,Conditional logistic regression,General,Low,,0.009950330853,0.03034488338,0.02842951672,0.08669966681
Rosenthal et al. (2013),Myocardial infarction,n,SO2,3.8,μg/m3,NA,3.8,1,1.02,0.96,1.08,NA,NA,3.5,Finland,Europe,Helsinki Emergency Medical Services,3 (2005-2007),629,0.662,EAC,OR,Conditional logistic regression,General,Low,,0.0198026273,0.03004669277,0.05657893513,0.08584769363
Rosenthal et al. (2013),Myocardial infarction,n,SO2,3.8,μg/m3,NA,3.8,2,1.03,0.97,1.09,NA,NA,3.5,Finland,Europe,Helsinki Emergency Medical Services,3 (2005-2007),629,0.662,EAC,OR,Conditional logistic regression,General,Low,,0.02955880224,0.02975431217,0.08445372069,0.0850123205
Rosenthal et al. (2013),Myocardial infarction,n,SO2,3.8,μg/m3,NA,3.8,3,0.98,0.93,1.03,NA,NA,3.5,Finland,Europe,Helsinki Emergency Medical Services,3 (2005-2007),629,0.662,EAC,OR,Conditional logistic regression,General,Low,,-0.02020270732,0.02605344262,-0.05772202091,0.07443840749
Rosenthal et al. (2013),Myocardial infarction,n,SO2,3.8,μg/m3,NA,3.8,0-7,0.99,0.92,1.07,NA,NA,3.5,Finland,Europe,Helsinki Emergency Medical Services,3 (2005-2007),629,0.662,EAC,OR,Conditional logistic regression,General,Low,,-0.01005033585,0.03853067791,-0.0287152453,0.1100876512
Rosenthal et al. (2013),Myocardial infarction,n,SO2,3.8,μg/m3,NA,3.8,0-24,1,0.89,1.12,NA,NA,3.5,Finland,Europe,Helsinki Emergency Medical Services,3 (2005-2007),629,0.662,EAC,OR,Conditional logistic regression,General,Low,,0,0.05863839326,0,0.1675382664
Rosenthal et al. (2013),Myocardial infarction,n,UFP,12247,particles/cm3,NA,12247,0,1.05,0.95,1.16,NA,NA,10624,Finland,Europe,Helsinki Emergency Medical Services,3 (2005-2007),629,0.662,EAC,OR,Conditional logistic regression,General,Low,,0.04879016417,0.05094727028,0.04592447682,0.04795488543
Rosenthal et al. (2013),Myocardial infarction,n,UFP,12247,particles/cm3,NA,12247,1,1.02,0.93,1.12,NA,NA,10624,Finland,Europe,Helsinki Emergency Medical Services,3 (2005-2007),629,0.662,EAC,OR,Conditional logistic regression,General,Low,,0.0198026273,0.04742331075,0.01863952117,0.04463790545
Rosenthal et al. (2013),Myocardial infarction,n,UFP,12247,particles/cm3,NA,12247,2,1.04,0.96,1.14,NA,NA,10624,Finland,Europe,Helsinki Emergency Medical Services,3 (2005-2007),629,0.662,EAC,OR,Conditional logistic regression,General,Low,,0.03922071315,0.04383935126,0.03691708693,0.0412644496
Rosenthal et al. (2013),Myocardial infarction,n,UFP,12247,particles/cm3,NA,12247,3,1.03,0.95,1.12,NA,NA,10624,Finland,Europe,Helsinki Emergency Medical Services,3 (2005-2007),629,0.662,EAC,OR,Conditional logistic regression,General,Low,,0.02955880224,0.04199540298,0.02782266777,0.03952880552
Rosenthal et al. (2013),Myocardial infarction,n,UFP,12247,particles/cm3,NA,12247,0-7,1.08,0.95,1.24,NA,NA,10624,Finland,Europe,Helsinki Emergency Medical Services,3 (2005-2007),629,0.662,EAC,OR,Conditional logistic regression,General,Low,,0.07696104114,0.06796037602,0.07244073902,0.06396872743
Rosenthal et al. (2013),Myocardial infarction,n,UFP,12247,particles/cm3,NA,12247,0-24,1.27,1.05,1.54,NA,NA,10624,Finland,Europe,Helsinki Emergency Medical Services,3 (2005-2007),629,0.662,EAC,OR,Conditional logistic regression,General,Low,,0.2390169005,0.09770210517,0.2249782572,0.09196357791
Rosenthal et al. (2013),OHCA,y,CO,0.35,mg/m3,NA,0.35,0,1.02,0.96,1.09,NA,NA,0.21,Finland,Europe,Helsinki Emergency Medical Services,3 (2005-2007),2134,0.662,EAC,OR,Conditional logistic regression,General,Low,,0.0198026273,0.0323978803,0.009429822522,0.01542756205
Rosenthal et al. (2013),OHCA,y,CO,0.35,mg/m3,NA,0.35,1,1.03,0.97,1.09,NA,NA,0.21,Finland,Europe,Helsinki Emergency Medical Services,3 (2005-2007),2134,0.662,EAC,OR,Conditional logistic regression,General,Low,,0.02955880224,0.02975431217,0.01407562012,0.01416872008
Rosenthal et al. (2013),OHCA,y,CO,0.35,mg/m3,NA,0.35,2,1.03,0.97,1.09,NA,NA,0.21,Finland,Europe,Helsinki Emergency Medical Services,3 (2005-2007),2134,0.662,EAC,OR,Conditional logistic regression,General,Low,,0.02955880224,0.02975431217,0.01407562012,0.01416872008
Rosenthal et al. (2013),OHCA,y,CO,0.35,mg/m3,NA,0.35,3,1.01,0.95,1.07,NA,NA,0.21,Finland,Europe,Helsinki Emergency Medical Services,3 (2005-2007),2134,0.662,EAC,OR,Conditional logistic regression,General,Low,,0.009950330853,0.03034488338,0.004738252787,0.01444994447
Rosenthal et al. (2013),OHCA,y,CO,0.35,mg/m3,NA,0.35,0-7,1.02,0.94,1.1,NA,NA,0.21,Finland,Europe,Helsinki Emergency Medical Services,3 (2005-2007),2134,0.662,EAC,OR,Conditional logistic regression,General,Low,,0.0198026273,0.04009836314,0.009429822522,0.01909445864
Rosenthal et al. (2013),OHCA,y,CO,0.35,mg/m3,NA,0.35,0-24,1.03,0.94,1.13,NA,NA,0.21,Finland,Europe,Helsinki Emergency Medical Services,3 (2005-2007),2134,0.662,EAC,OR,Conditional logistic regression,General,Low,,0.02955880224,0.0469625093,0.01407562012,0.02236309967
Rosenthal et al. (2013),OHCA,y,NO2,24.1,μg/m3,NA,24.1,0,1.05,0.97,1.14,NA,NA,20,Finland,Europe,Helsinki Emergency Medical Services,3 (2005-2007),2134,0.662,EAC,OR,Conditional logistic regression,General,Low,,0.04879016417,0.04119578314,0.02439508208,0.02059789157
Rosenthal et al. (2013),OHCA,y,NO2,24.1,μg/m3,NA,24.1,1,1.03,0.95,1.12,NA,NA,20,Finland,Europe,Helsinki Emergency Medical Services,3 (2005-2007),2134,0.662,EAC,OR,Conditional logistic regression,General,Low,,0.02955880224,0.04199540298,0.01477940112,0.02099770149
Rosenthal et al. (2013),OHCA,y,NO2,24.1,μg/m3,NA,24.1,2,1.02,0.95,1.12,NA,NA,20,Finland,Europe,Helsinki Emergency Medical Services,3 (2005-2007),2134,0.662,EAC,OR,Conditional logistic regression,General,Low,,0.0198026273,0.04199540298,0.009901313648,0.02099770149
Rosenthal et al. (2013),OHCA,y,NO2,24.1,μg/m3,NA,24.1,3,1,0.92,1.09,NA,NA,20,Finland,Europe,Helsinki Emergency Medical Services,3 (2005-2007),2134,0.662,EAC,OR,Conditional logistic regression,General,Low,,0,0.04325492479,0,0.0216274624
Rosenthal et al. (2013),OHCA,y,NO2,24.1,μg/m3,NA,24.1,0-7,1,0.9,1.1,NA,NA,20,Finland,Europe,Helsinki Emergency Medical Services,3 (2005-2007),2134,0.662,EAC,OR,Conditional logistic regression,General,Low,,0,0.05119150394,0,0.02559575197
Rosenthal et al. (2013),OHCA,y,NO2,24.1,μg/m3,NA,24.1,0-24,0.95,0.84,1.07,NA,NA,20,Finland,Europe,Helsinki Emergency Medical Services,3 (2005-2007),2134,0.662,EAC,OR,Conditional logistic regression,General,Low,,-0.05129329439,0.06173776419,-0.02564664719,0.03086888209
Rosenthal et al. (2013),OHCA,y,O3,46.8,μg/m3,NA,46.8,0,0.99,0.9,1.12,NA,NA,33.2,Finland,Europe,Helsinki Emergency Medical Services,3 (2005-2007),2134,0.662,EAC,OR,Conditional logistic regression,General,Low,,-0.01005033585,0.05578806147,-0.003027209594,0.01680363297
Rosenthal et al. (2013),OHCA,y,O3,46.8,μg/m3,NA,46.8,1,1.01,0.91,1.1,NA,NA,33.2,Finland,Europe,Helsinki Emergency Medical Services,3 (2005-2007),2134,0.662,EAC,OR,Conditional logistic regression,General,Low,,0.009950330853,0.04837266818,0.002997087606,0.01457008078
Rosenthal et al. (2013),OHCA,y,O3,46.8,μg/m3,NA,46.8,2,1.04,0.94,1.15,NA,NA,33.2,Finland,Europe,Helsinki Emergency Medical Services,3 (2005-2007),2134,0.662,EAC,OR,Conditional logistic regression,General,Low,,0.03922071315,0.05143809849,0.01181346782,0.01549340316
Rosenthal et al. (2013),OHCA,y,O3,46.8,μg/m3,NA,46.8,3,1.05,0.95,1.16,NA,NA,33.2,Finland,Europe,Helsinki Emergency Medical Services,3 (2005-2007),2134,0.662,EAC,OR,Conditional logistic regression,General,Low,,0.04879016417,0.05094727028,0.01469583258,0.01534556334
Rosenthal et al. (2013),OHCA,y,O3,46.8,μg/m3,NA,46.8,0-7,1.05,0.94,1.18,NA,NA,33.2,Finland,Europe,Helsinki Emergency Medical Services,3 (2005-2007),2134,0.662,EAC,OR,Conditional logistic regression,General,Low,,0.04879016417,0.05800761281,0.01469583258,0.01747217253
Rosenthal et al. (2013),OHCA,y,O3,46.8,μg/m3,NA,46.8,0-24,1.09,0.95,1.24,NA,NA,33.2,Finland,Europe,Helsinki Emergency Medical Services,3 (2005-2007),2134,0.662,EAC,OR,Conditional logistic regression,General,Low,,0.08617769624,0.06796037602,0.02595713742,0.02046999278
Rosenthal et al. (2013),OHCA,y,PM10,19.4,μg/m3,NA,19.4,0,1.04,0.99,1.09,NA,NA,14,Finland,Europe,Helsinki Emergency Medical Services,3 (2005-2007),2134,0.662,EAC,OR,Conditional logistic regression,General,Low,,0.03922071315,0.02454796737,0.02801479511,0.01753426241
Rosenthal et al. (2013),OHCA,y,PM10,19.4,μg/m3,NA,19.4,1,1.05,1,1.09,NA,NA,14,Finland,Europe,Helsinki Emergency Medical Services,3 (2005-2007),2134,0.662,EAC,OR,Conditional logistic regression,General,Low,,0.04879016417,0.02198410618,0.03485011726,0.01570293299
Rosenthal et al. (2013),OHCA,y,PM10,19.4,μg/m3,NA,19.4,2,1.01,0.96,1.06,NA,NA,14,Finland,Europe,Helsinki Emergency Medical Services,3 (2005-2007),2134,0.662,EAC,OR,Conditional logistic regression,General,Low,,0.009950330853,0.02527829149,0.007107379181,0.01805592249
Rosenthal et al. (2013),OHCA,y,PM10,19.4,μg/m3,NA,19.4,3,1.03,0.98,1.08,NA,NA,14,Finland,Europe,Helsinki Emergency Medical Services,3 (2005-2007),2134,0.662,EAC,OR,Conditional logistic regression,General,Low,,0.02955880224,0.02478667052,0.02111343017,0.01770476466
Rosenthal et al. (2013),OHCA,y,PM10,19.4,μg/m3,NA,19.4,0-7,1.04,0.98,1.1,NA,NA,14,Finland,Europe,Helsinki Emergency Medical Services,3 (2005-2007),2134,0.662,EAC,OR,Conditional logistic regression,General,Low,,0.03922071315,0.02946757325,0.02801479511,0.0210482666
Rosenthal et al. (2013),OHCA,y,PM10,19.4,μg/m3,NA,19.4,0-24,1.06,0.99,1.13,NA,NA,14,Finland,Europe,Helsinki Emergency Medical Services,3 (2005-2007),2134,0.662,EAC,OR,Conditional logistic regression,General,Low,,0.05826890812,0.03374182872,0.04162064866,0.02410130623
Rosenthal et al. (2013),OHCA,y,PM10-2.5,7.5,μg/m3,NA,7.5,0,1.01,0.97,1.05,NA,NA,7,Finland,Europe,Helsinki Emergency Medical Services,3 (2005-2007),2134,0.662,EAC,OR,Conditional logistic regression,General,Low,,0.009950330853,0.02021667644,0.01421475836,0.02888096635
Rosenthal et al. (2013),OHCA,y,PM10-2.5,7.5,μg/m3,NA,7.5,1,1.02,0.99,1.06,NA,NA,7,Finland,Europe,Helsinki Emergency Medical Services,3 (2005-2007),2134,0.662,EAC,OR,Conditional logistic regression,General,Low,,0.0198026273,0.01742837857,0.02828946757,0.02489768367
Rosenthal et al. (2013),OHCA,y,PM10-2.5,7.5,μg/m3,NA,7.5,2,0.99,0.95,1.03,NA,NA,7,Finland,Europe,Helsinki Emergency Medical Services,3 (2005-2007),2134,0.662,EAC,OR,Conditional logistic regression,General,Low,,-0.01005033585,0.02062553485,-0.01435762265,0.02946504979
Rosenthal et al. (2013),OHCA,y,PM10-2.5,7.5,μg/m3,NA,7.5,3,1,0.96,1.05,NA,NA,7,Finland,Europe,Helsinki Emergency Medical Services,3 (2005-2007),2134,0.662,EAC,OR,Conditional logistic regression,General,Low,,0,0.02286024456,0,0.03265749223
Rosenthal et al. (2013),OHCA,y,PM10-2.5,7.5,μg/m3,NA,7.5,0-7,1.02,0.96,1.06,NA,NA,7,Finland,Europe,Helsinki Emergency Medical Services,3 (2005-2007),2134,0.662,EAC,OR,Conditional logistic regression,General,Low,,0.0198026273,0.02527829149,0.02828946757,0.03611184499
Rosenthal et al. (2013),OHCA,y,PM10-2.5,7.5,μg/m3,NA,7.5,0-24,1.02,0.96,1.09,NA,NA,7,Finland,Europe,Helsinki Emergency Medical Services,3 (2005-2007),2134,0.662,EAC,OR,Conditional logistic regression,General,Low,,0.0198026273,0.0323978803,0.02828946757,0.04628268614
Rosenthal et al. (2013),OHCA,y,PM2.5,8.7,μg/m3,NA,8.7,0,1.07,1.01,1.13,NA,NA,7.7,Finland,Europe,Helsinki Emergency Medical Services,3 (2005-2007),2134,0.662,EAC,OR,Conditional logistic regression,General,Low,,0.06765864847,0.02863961782,0.08786837464,0.03719430886
Rosenthal et al. (2013),OHCA,y,PM2.5,8.7,μg/m3,NA,8.7,1,1.06,1.01,1.12,NA,NA,7.7,Finland,Europe,Helsinki Emergency Medical Services,3 (2005-2007),2134,0.662,EAC,OR,Conditional logistic regression,General,Low,,0.05826890812,0.0263720292,0.07567390665,0.03424938857
Rosenthal et al. (2013),OHCA,y,PM2.5,8.7,μg/m3,NA,8.7,2,1.04,0.99,1.1,NA,NA,7.7,Finland,Europe,Helsinki Emergency Medical Services,3 (2005-2007),2134,0.662,EAC,OR,Conditional logistic regression,General,Low,,0.03922071315,0.02687768257,0.05093599111,0.03490608125
Rosenthal et al. (2013),OHCA,y,PM2.5,8.7,μg/m3,NA,8.7,3,1.05,1,1.11,NA,NA,7.7,Finland,Europe,Helsinki Emergency Medical Services,3 (2005-2007),2134,0.662,EAC,OR,Conditional logistic regression,General,Low,,0.04879016417,0.02662245289,0.06336384957,0.03457461414
Rosenthal et al. (2013),OHCA,y,PM2.5,8.7,μg/m3,NA,8.7,0-7,1.06,1,1.13,NA,NA,7.7,Finland,Europe,Helsinki Emergency Medical Services,3 (2005-2007),2134,0.662,EAC,OR,Conditional logistic regression,General,Low,,0.05826890812,0.03117796753,0.07567390665,0.04049086692
Rosenthal et al. (2013),OHCA,y,PM2.5,8.7,μg/m3,NA,8.7,0-24,1.07,1,1.15,NA,NA,7.7,Finland,Europe,Helsinki Emergency Medical Services,3 (2005-2007),2134,0.662,EAC,OR,Conditional logistic regression,General,Low,,0.06765864847,0.03565355673,0.08786837464,0.04630332043
Rosenthal et al. (2013),OHCA,y,SO2,3.8,μg/m3,NA,3.8,0,1,0.97,1.03,NA,NA,3.5,Finland,Europe,Helsinki Emergency Medical Services,3 (2005-2007),2134,0.662,EAC,OR,Conditional logistic regression,General,Low,,0,0.01531071677,0,0.04374490505
Rosenthal et al. (2013),OHCA,y,SO2,3.8,μg/m3,NA,3.8,1,1.01,0.98,1.04,NA,NA,3.5,Finland,Europe,Helsinki Emergency Medical Services,3 (2005-2007),2134,0.662,EAC,OR,Conditional logistic regression,General,Low,,0.009950330853,0.01515903583,0.02842951672,0.04331153096
Rosenthal et al. (2013),OHCA,y,SO2,3.8,μg/m3,NA,3.8,2,1.02,0.99,1.06,NA,NA,3.5,Finland,Europe,Helsinki Emergency Medical Services,3 (2005-2007),2134,0.662,EAC,OR,Conditional logistic regression,General,Low,,0.0198026273,0.01742837857,0.05657893513,0.04979536733
Rosenthal et al. (2013),OHCA,y,SO2,3.8,μg/m3,NA,3.8,3,1.01,0.98,1.04,NA,NA,3.5,Finland,Europe,Helsinki Emergency Medical Services,3 (2005-2007),2134,0.662,EAC,OR,Conditional logistic regression,General,Low,,0.009950330853,0.01515903583,0.02842951672,0.04331153096
Rosenthal et al. (2013),OHCA,y,SO2,3.8,μg/m3,NA,3.8,0-7,1.01,0.97,1.05,NA,NA,3.5,Finland,Europe,Helsinki Emergency Medical Services,3 (2005-2007),2134,0.662,EAC,OR,Conditional logistic regression,General,Low,,0.009950330853,0.02021667644,0.02842951672,0.05776193269
Rosenthal et al. (2013),OHCA,y,SO2,3.8,μg/m3,NA,3.8,0-24,0.99,0.93,1.05,NA,NA,3.5,Finland,Europe,Helsinki Emergency Medical Services,3 (2005-2007),2134,0.662,EAC,OR,Conditional logistic regression,General,Low,,-0.01005033585,0.0309594023,-0.0287152453,0.08845543513
Rosenthal et al. (2013),OHCA,y,UFP,12247,particles/cm3,NA,12247,0,1,0.95,1.06,NA,NA,10624,Finland,Europe,Helsinki Emergency Medical Services,3 (2005-2007),2134,0.662,EAC,OR,Conditional logistic regression,General,Low,,0,0.02794954146,0,0.02630792682
Rosenthal et al. (2013),OHCA,y,UFP,12247,particles/cm3,NA,12247,1,0.99,0.94,1.05,NA,NA,10624,Finland,Europe,Helsinki Emergency Medical Services,3 (2005-2007),2134,0.662,EAC,OR,Conditional logistic regression,General,Low,,-0.01005033585,0.02823101222,-0.009460029983,0.02657286541
Rosenthal et al. (2013),OHCA,y,UFP,12247,particles/cm3,NA,12247,2,1,0.95,1.06,NA,NA,10624,Finland,Europe,Helsinki Emergency Medical Services,3 (2005-2007),2134,0.662,EAC,OR,Conditional logistic regression,General,Low,,0,0.02794954146,0,0.02630792682
Rosenthal et al. (2013),OHCA,y,UFP,12247,particles/cm3,NA,12247,3,0.99,0.94,1.04,NA,NA,10624,Finland,Europe,Helsinki Emergency Medical Services,3 (2005-2007),2134,0.662,EAC,OR,Conditional logistic regression,General,Low,,-0.01005033585,0.02578982573,-0.009460029983,0.02427506187
Rosenthal et al. (2013),OHCA,y,UFP,12247,particles/cm3,NA,12247,0-7,0.98,0.91,1.05,NA,NA,10624,Finland,Europe,Helsinki Emergency Medical Services,3 (2005-2007),2134,0.662,EAC,OR,Conditional logistic regression,General,Low,,-0.02020270732,0.03650531726,-0.01901610252,0.03436117965
Rosenthal et al. (2013),OHCA,y,UFP,12247,particles/cm3,NA,12247,0-24,0.98,0.86,1.07,NA,NA,10624,Finland,Europe,Helsinki Emergency Medical Services,3 (2005-2007),2134,0.662,EAC,OR,Conditional logistic regression,General,Low,,-0.02020270732,0.05573508628,-0.01901610252,0.05246148934
Rowland et al. (2020),Myocardial infarction,y,Cold,10.8,°C,NA,10.8,0-5,0.9587,0.933,0.9851,-6,11,17,USA,America,NYS SPARCS,16 (2000-2015),621137,0.546,EHA,OR,Conditional logistic regression,General,Moderate,,-0.0421770789,0.01386172398,-0.01240502321,0.004076977642
Rowland et al. (2020),Myocardial infarction,y,Heat,10.8,°C,NA,10.8,0-5,1.0791,1.0524,1.1064,27,11,16,USA,America,NYS SPARCS,16 (2000-2015),621137,0.546,EHA,OR,Conditional logistic regression,General,Moderate,,0.07612736039,0.01276485489,0.02378980012,0.003989017154
Sahlén et al. (2018),STEMI,y,NO2,15,μg/m3,NA,15,1,0.9927,0.9636,1.0218,NA,NA,12.9,Sweden,Europe,SWEDEHEART,15 (2000-2014),14601,0.674,EHA,OR,Conditional logistic regression,General,Moderate,WebPlotDigitizer,-0.007326775386,0.01496040463,-0.005679670842,0.01159721289
Sahlén et al. (2018),STEMI,y,NO2,15,μg/m3,NA,15,2,0.9969,0.9683,1.0265,NA,NA,12.9,Sweden,Europe,SWEDEHEART,15 (2000-2014),14601,0.674,EHA,OR,Conditional logistic regression,General,Moderate,WebPlotDigitizer,-0.003104814953,0.01488986731,-0.002406833297,0.0115425328
Sahlén et al. (2018),STEMI,y,NO2,15,μg/m3,NA,15,3,0.9998,0.9711,1.0293,NA,NA,12.9,Sweden,Europe,SWEDEHEART,15 (2000-2014),14601,0.674,EHA,OR,Conditional logistic regression,General,Moderate,WebPlotDigitizer,-0.0002000200027,0.01484816044,-0.0001550542656,0.01151020189
Sahlén et al. (2018),STEMI,y,NO2,15,μg/m3,NA,15,4,1.004,0.9754,1.034,NA,NA,12.9,Sweden,Europe,SWEDEHEART,15 (2000-2014),14601,0.674,EHA,OR,Conditional logistic regression,General,Moderate,WebPlotDigitizer,0.00399202127,0.01488326831,0.003094590131,0.0115374173
Sahlén et al. (2018),STEMI,y,NO2,15,μg/m3,NA,15,5,1.011,0.9819,1.0411,NA,NA,12.9,Sweden,Europe,SWEDEHEART,15 (2000-2014),14601,0.674,EHA,OR,Conditional logistic regression,General,Moderate,WebPlotDigitizer,0.01093994004,0.01493460595,0.008480573673,0.01157721391
Sahlén et al. (2018),STEMI,y,NO2,15,μg/m3,NA,15,6,1.0176,0.988,1.0472,NA,NA,12.9,Sweden,Europe,SWEDEHEART,15 (2000-2014),14601,0.674,EHA,OR,Conditional logistic regression,General,Moderate,WebPlotDigitizer,0.0174469136,0.01484502981,0.01352473923,0.01150777505
Sahlén et al. (2018),STEMI,y,NO2,15,μg/m3,NA,15,7,1.0218,0.9923,1.0523,NA,NA,12.9,Sweden,Europe,SWEDEHEART,15 (2000-2014),14601,0.674,EHA,OR,Conditional logistic regression,General,Moderate,WebPlotDigitizer,0.02156577791,0.01497654154,0.0167176573,0.01160972212
Sahlén et al. (2018),STEMI,y,NO2,15,μg/m3,NA,15,8,1.0209,0.9913,1.0509,NA,NA,12.9,Sweden,Europe,SWEDEHEART,15 (2000-2014),14601,0.674,EHA,OR,Conditional logistic regression,General,Moderate,WebPlotDigitizer,0.02068459119,0.01489413414,0.01603456682,0.01154584042
Sahlén et al. (2018),STEMI,y,NO2,15,μg/m3,NA,15,9,1.019,0.9894,1.0491,NA,NA,12.9,Sweden,Europe,SWEDEHEART,15 (2000-2014),14601,0.674,EHA,OR,Conditional logistic regression,General,Moderate,WebPlotDigitizer,0.01882175424,0.01494623315,0.01459050716,0.01158622725
Sahlén et al. (2018),STEMI,y,NO2,15,μg/m3,NA,15,10,1.0153,0.9857,1.0453,NA,NA,12.9,Sweden,Europe,SWEDEHEART,15 (2000-2014),14601,0.674,EHA,OR,Conditional logistic regression,General,Moderate,WebPlotDigitizer,0.01518413533,0.01497631527,0.01177064754,0.01160954672
Sahlén et al. (2018),STEMI,y,NO2,15,μg/m3,NA,15,11,1.0167,0.9871,1.0472,NA,NA,12.9,Sweden,Europe,SWEDEHEART,15 (2000-2014),14601,0.674,EHA,OR,Conditional logistic regression,General,Moderate,WebPlotDigitizer,0.0165620883,0.01507751612,0.01283882814,0.01168799699
